34588 [main] DEBUG devpinoyLogger  - Reading data from Excel
172504 [Forwarding getElementAttribute on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 >> User-Agent: Apache-HttpClient/4.5.3 (Java/1.8.0_181)
172504 [Forwarding getElementAttribute on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 >> Accept-Encoding: gzip,deflate
172504 [Forwarding getElementAttribute on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 >> "POST /session/074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45/execute/sync HTTP/1.1[\r][\n]"
172504 [Forwarding getElementAttribute on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 >> "Content-Type: application/json; charset=utf-8[\r][\n]"
172504 [Forwarding getElementAttribute on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 >> "Content-Length: 8411[\r][\n]"
172504 [Forwarding getElementAttribute on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 >> "Host: localhost:10800[\r][\n]"
172504 [Forwarding getElementAttribute on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 >> "Connection: Keep-Alive[\r][\n]"
172504 [Forwarding getElementAttribute on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 >> "User-Agent: Apache-HttpClient/4.5.3 (Java/1.8.0_181)[\r][\n]"
172504 [Forwarding getElementAttribute on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 >> "Accept-Encoding: gzip,deflate[\r][\n]"
172504 [Forwarding getElementAttribute on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 >> "[\r][\n]"
172504 [Forwarding getElementAttribute on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 >> "{"script":"return (function(){return function(){var d\u003dthis;function f(a){return\"string\"\u003d\u003dtypeof a};function h(a,b){this.code\u003da;this.a\u003dl[a]||m;this.message\u003db||\"\";a\u003dthis.a.replace(/((?:^|\\s+)[a-z])/g,function(a){return a.toUpperCase().replace(/^[\\s\\xa0]+/g,\"\")});b\u003da.length-5;if(0\u003eb||a.indexOf(\"Error\",b)!\u003db)a+\u003d\"Error\";this.name\u003da;a\u003dError(this.message);a.name\u003dthis.name;this.stack\u003da.stack||\"\"}\n(function(){var a\u003dError;function b(){}b.prototype\u003da.prototype;h.b\u003da.prototype;h.prototype\u003dnew b;h.prototype.constructor\u003dh;h.a\u003dfunction(b,c,g){for(var e\u003dArray(arguments.length-2),k\u003d2;k\u003carguments.length;k++)e[k-2]\u003darguments[k];return a.prototype[c].apply(b,e)}})();var m\u003d\"unknown error\",l\u003d{15:\"element not selectable\",11:\"element not visible\"};l[31]\u003dm;l[30]\u003dm;l[24]\u003d\"invalid cookie domain\";l[29]\u003d\"invalid element coordinates\";l[12]\u003d\"invalid element state\";l[32]\u003d\"invalid selector\";l[51]\u003d\"invalid selector\";\nl[52]\u003d\"invalid selector\";l[17]\u003d\"javascript error\";l[405]\u003d\"unsupported operation\";l[34]\u003d\"move target out of bounds\";l[27]\u003d\"no such alert\";l[7]\u003d\"no such element\";l[8]\u003d\"no such frame\";l[23]\u003d\"no such window\";l[28]\u003d\"script timeout\";l[33]\u003d\"session not created\";l[10]\u003d\"stale element reference\";l[21]\u003d\"timeout\";l[25]\u003d\"unable to set cookie\";l[26]\u003d\"unexpected alert open\";l[13]\u003dm;l[9]\u003d\"unknown command\";h.prototype.toString\u003dfunction(){return this.name+\": \"+this.message};var n;a:{var p\u003dd.navigator;if(p){var q\u003dp.userAgent;if(q){n\u003dq;break a}}n\u003d\"\"}function r(a){return-1!\u003dn.indexOf(a)};function t(a,b){for(var e\u003da.length,c\u003df(a)?a.split(\"\"):a,g\u003d0;g\u003ce;g++)g in c\u0026\u0026b.call(void 0,c[g],g,a)};function v(){return r(\"iPhone\")\u0026\u0026!r(\"iPod\")\u0026\u0026!r(\"iPad\")};function w(){return(r(\"Chrome\")||r(\"CriOS\"))\u0026\u0026!r(\"Edge\")};var x\u003dr(\"Opera\"),y\u003dr(\"Trident\")||r(\"MSIE\"),z\u003dr(\"Edge\"),A\u003dr(\"Gecko\")\u0026\u0026!(-1!\u003dn.toLowerCase().indexOf(\"webkit\")\u0026\u0026!r(\"Edge\"))\u0026\u0026!(r(\"Trident\")||r(\"MSIE\"))\u0026\u0026!r(\"Edge\"),aa\u003d-1!\u003dn.toLowerCase().indexOf(\"webkit\")\u0026\u0026!r(\"Edge\");function B(){var a\u003dd.document;return a?a.documentMode:void 0}var C;\na:{var D\u003d\"\",E\u003dfunction(){var a\u003dn;if(A)return/rv\\:([^\\);]+)(\\)|;)/.exec(a);if(z)return/Edge\\/([\\d\\.]+)/.exec(a);if(y)return/\\b(?:MSIE|rv)[: ]([^\\);]+)(\\)|;)/.exec(a);if(aa)return/WebKit\\/(\\S+)/.exec(a);if(x)return/(?:Version)[ \\/]?(\\S+)/.exec(a)}();E\u0026\u0026(D\u003dE?E[1]:\"\");if(y){var F\u003dB();if(null!\u003dF\u0026\u0026F\u003eparseFloat(D)){C\u003dString(F);break a}}C\u003dD}var G;var H\u003dd.document;G\u003dH\u0026\u0026y?B()||(\"CSS1Compat\"\u003d\u003dH.compatMode?parseInt(C,10):5):void 0;var ba\u003dr(\"Firefox\"),ca\u003dv()||r(\"iPod\"),da\u003dr(\"iPad\"),I\u003dr(\"Android\")\u0026\u0026!(w()||r(\"Firefox\")||r(\"Opera\")||r(\"Silk\")),ea\u003dw(),J\u003dr(\"Safari\")\u0026\u0026!(w()||r(\"Coast\")||r(\"Opera\")||r(\"Edge\")||r(\"Silk\")||r(\"Android\"))\u0026\u0026!(v()||r(\"iPad\")||r(\"iPod\"));function K(a){return(a\u003da.exec(n))?a[1]:\"\"}(function(){if(ba)return K(/Firefox\\/([0-9.]+)/);if(y||z||x)return C;if(ea)return v()||r(\"iPad\")||r(\"iPod\")?K(/CriOS\\/([0-9.]+)/):K(/Chrome\\/([0-9.]+)/);if(J\u0026\u0026!(v()||r(\"iPad\")||r(\"iPod\")))return K(/Version\\/([0-9.]+)/);if(ca||da){var a\u003d/Version\\/(\\S+).*Mobile\\/(\\S+)/.exec(n);if(a)return a[1]+\".\"+a[2]}else if(I)return(a\u003dK(/Android\\s+([0-9.]+)/))?a:K(/Version\\/([0-9.]+)/);return\"\"})();var L,M\u003dfunction(){if(!A)return!1;var a\u003dd.Components;if(!a)return!1;try{if(!a.classes)return!1}catch(g){return!1}var b\u003da.classes,a\u003da.interfaces,e\u003db[\"@mozilla.org/xpcom/version-comparator;1\"].getService(a.nsIVersionComparator),c\u003db[\"@mozilla.org/xre/app-info;1\"].getService(a.nsIXULAppInfo).version;L\u003dfunction(a){e.compare(c,\"\"+a)};return!0}(),N\u003dy\u0026\u0026!(8\u003c\u003dNumber(G)),fa\u003dy\u0026\u0026!(9\u003c\u003dNumber(G));I\u0026\u0026M\u0026\u0026L(2.3);I\u0026\u0026M\u0026\u0026L(4);J\u0026\u0026M\u0026\u0026L(6);var ga\u003d{SCRIPT:1,STYLE:1,HEAD:1,IFRAME:1,OBJECT:1},O\u003d{IMG:\" \",BR:\"\\n\"};function P(a,b,e){if(!(a.nodeName in ga))if(3\u003d\u003da.nodeType)e?b.push(String(a.nodeValue).replace(/(\\r\\n|\\r|\\n)/g,\"\")):b.push(a.nodeValue);else if(a.nodeName in O)b.push(O[a.nodeName]);else for(a\u003da.firstChild;a;)P(a,b,e),a\u003da.nextSibling};function Q(a,b){b\u003db.toLowerCase();return\"style\"\u003d\u003db?ha(a.style.cssText):N\u0026\u0026\"value\"\u003d\u003db\u0026\u0026R(a,\"INPUT\")?a.value:fa\u0026\u0026!0\u003d\u003d\u003da[b]?String(a.getAttribute(b)):(a\u003da.getAttributeNode(b))\u0026\u0026a.specified?a.value:null}var ia\u003d/[;]+(?\u003d(?:(?:[^\"]*\"){2})*[^\"]*$)(?\u003d(?:(?:[^\u0027]*\u0027){2})*[^\u0027]*$)(?\u003d(?:[^()]*\\([^()]*\\))*[^()]*$)/;\nfunction ha(a){var b\u003d[];t(a.split(ia),function(a){var c\u003da.indexOf(\":\");0\u003cc\u0026\u0026(a\u003d[a.slice(0,c),a.slice(c+1)],2\u003d\u003da.length\u0026\u0026b.push(a[0].toLowerCase(),\":\",a[1],\";\"))});b\u003db.join(\"\");return b\u003d\";\"\u003d\u003db.charAt(b.length-1)?b:b+\";\"}function S(a,b){N\u0026\u0026\"value\"\u003d\u003db\u0026\u0026R(a,\"OPTION\")\u0026\u0026null\u003d\u003d\u003dQ(a,\"value\")?(b\u003d[],P(a,b,!1),a\u003db.join(\"\")):a\u003da[b];return a}function R(a,b){b\u0026\u0026\"string\"!\u003d\u003dtypeof b\u0026\u0026(b\u003db.toString());return!!a\u0026\u00261\u003d\u003da.nodeType\u0026\u0026(!b||a.tagName.toUpperCase()\u003d\u003db)}\nfunction T(a){return R(a,\"OPTION\")?!0:R(a,\"INPUT\")?(a\u003da.type.toLowerCase(),\"checkbox\"\u003d\u003da||\"radio\"\u003d\u003da):!1};var ja\u003d{\"class\":\"className\",readonly:\"readOnly\"},U\u003d\"async autofocus autoplay checked compact complete controls declare defaultchecked defaultselected defer disabled draggable ended formnovalidate hidden indeterminate iscontenteditable ismap itemscope loop multiple muted nohref noresize noshade novalidate nowrap open paused pubdate readonly required reversed scoped seamless seeking selected spellcheck truespeed willvalidate\".split(\" \");function V(a,b){var e\u003dnull,c\u003db.toLowerCase();if(\"style\"\u003d\u003dc)return(e\u003da.style)\u0026\u0026!f(e)\u0026\u0026(e\u003de.cssText),e;if((\"selected\"\u003d\u003dc||\"checked\"\u003d\u003dc)\u0026\u0026T(a)){if(!T(a))throw new h(15,\"Element is not selectable\");b\u003d\"selected\";e\u003da.type\u0026\u0026a.type.toLowerCase();if(\"checkbox\"\u003d\u003de||\"radio\"\u003d\u003de)b\u003d\"checked\";return S(a,b)?\"true\":null}var g\u003dR(a,\"A\");if(R(a,\"IMG\")\u0026\u0026\"src\"\u003d\u003dc||g\u0026\u0026\"href\"\u003d\u003dc)return(e\u003dQ(a,c))\u0026\u0026(e\u003dS(a,c)),e;if(\"spellcheck\"\u003d\u003dc){e\u003dQ(a,c);if(null!\u003d\u003de){if(\"false\"\u003d\u003de.toLowerCase())return\"false\";if(\"true\"\u003d\u003de.toLowerCase())return\"true\"}return S(a,\nc)+\"\"}g\u003dja[b]||b;a:if(f(U))c\u003df(c)\u0026\u00261\u003d\u003dc.length?U.indexOf(c,0):-1;else{for(var u\u003d0;u\u003cU.length;u++)if(u in U\u0026\u0026U[u]\u003d\u003d\u003dc){c\u003du;break a}c\u003d-1}if(0\u003c\u003dc)return(e\u003dnull!\u003d\u003dQ(a,b)||S(a,g))?\"true\":null;try{var k\u003dS(a,g)}catch(ka){}(c\u003dnull\u003d\u003dk)||(c\u003dtypeof k,c\u003d\"object\"\u003d\u003dc\u0026\u0026null!\u003dk||\"function\"\u003d\u003dc);c?e\u003dQ(a,b):e\u003dk;return null!\u003de?e.toString():null}var W\u003d[\"_\"],X\u003dd;W[0]in X||!X.execScript||X.execScript(\"var \"+W[0]);\nfor(var Y;W.length\u0026\u0026(Y\u003dW.shift());){var Z;if(Z\u003d!W.length)Z\u003dvoid 0!\u003d\u003dV;Z?X[Y]\u003dV:X[Y]\u0026\u0026X[Y]!\u003d\u003dObject.prototype[Y]?X\u003dX[Y]:X\u003dX[Y]\u003d{}};; return this._.apply(null,arguments);}.apply({navigator:typeof window!\u003d\u0027undefined\u0027?window.navigator:null,document:typeof window!\u003d\u0027undefined\u0027?window.document:null}, arguments);}\n).apply(null, arguments);","args":[{"element-6066-11e4-a52e-4f735466cecf":"2125d0e9-8e9f-4f30-9584-d49a6c4f8d92"},"multiple"]}"
172512 [Forwarding getElementAttribute on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 << "HTTP/1.1 200 OK[\r][\n]"
172512 [Forwarding getElementAttribute on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 << "Content-Type: application/json; charset=utf-8[\r][\n]"
172512 [Forwarding getElementAttribute on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 << "Cache-Control: no-cache[\r][\n]"
172512 [Forwarding getElementAttribute on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 << "Content-Length: 14[\r][\n]"
172512 [Forwarding getElementAttribute on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 << "Date: Sat, 13 Oct 2018 10:18:05 GMT[\r][\n]"
172512 [Forwarding getElementAttribute on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 << "[\r][\n]"
172512 [Forwarding getElementAttribute on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 << "{"value":null}"
172512 [Forwarding getElementAttribute on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 << HTTP/1.1 200 OK
172512 [Forwarding getElementAttribute on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 << Content-Type: application/json; charset=utf-8
172512 [Forwarding getElementAttribute on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 << Cache-Control: no-cache
172512 [Forwarding getElementAttribute on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 << Content-Length: 14
172512 [Forwarding getElementAttribute on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 << Date: Sat, 13 Oct 2018 10:18:05 GMT
172512 [Forwarding getElementAttribute on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Connection can be kept alive indefinitely
172512 [Forwarding getElementAttribute on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection [id: 11][route: {}->http://localhost:10800] can be kept alive indefinitely
172512 [Forwarding getElementAttribute on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection released: [id: 11][route: {}->http://localhost:10800][total kept alive: 1; route allocated: 1 of 2000; total allocated: 1 of 2000]
172513 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.client.protocol.RequestAddCookies  - CookieSpec selected: default
172513 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.client.protocol.RequestAuthCache  - Auth cache not set in the context
172513 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection request: [route: {}->http://localhost:10800][total kept alive: 1; route allocated: 1 of 2000; total allocated: 1 of 2000]
172513 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection leased: [id: 11][route: {}->http://localhost:10800][total kept alive: 0; route allocated: 1 of 2000; total allocated: 1 of 2000]
172513 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Stale connection check
172515 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 << "[read] I/O error: Read timed out"
172515 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.impl.conn.DefaultManagedHttpClientConnection  - http-outgoing-11: set socket timeout to 10800000
172515 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Executing request POST /session/074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45/element HTTP/1.1
172515 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Target auth state: UNCHALLENGED
172515 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Proxy auth state: UNCHALLENGED
172515 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 >> POST /session/074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45/element HTTP/1.1
172515 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 >> Content-Type: application/json; charset=utf-8
172515 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 >> Content-Length: 49
172515 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 >> Host: localhost:10800
172515 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 >> Connection: Keep-Alive
172515 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 >> User-Agent: Apache-HttpClient/4.5.3 (Java/1.8.0_181)
172515 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 >> Accept-Encoding: gzip,deflate
172515 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 >> "POST /session/074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45/element HTTP/1.1[\r][\n]"
172515 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 >> "Content-Type: application/json; charset=utf-8[\r][\n]"
172515 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 >> "Content-Length: 49[\r][\n]"
172515 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 >> "Host: localhost:10800[\r][\n]"
172515 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 >> "Connection: Keep-Alive[\r][\n]"
172515 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 >> "User-Agent: Apache-HttpClient/4.5.3 (Java/1.8.0_181)[\r][\n]"
172515 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 >> "Accept-Encoding: gzip,deflate[\r][\n]"
172515 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 >> "[\r][\n]"
172515 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 >> "{"value":"#secondaryProv","using":"css selector"}"
172518 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 << "HTTP/1.1 200 OK[\r][\n]"
172518 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 << "Content-Type: application/json; charset=utf-8[\r][\n]"
172518 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 << "Cache-Control: no-cache[\r][\n]"
172518 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 << "Content-Length: 88[\r][\n]"
172518 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 << "Date: Sat, 13 Oct 2018 10:18:05 GMT[\r][\n]"
172518 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 << "[\r][\n]"
172518 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 << "{"value":{"element-6066-11e4-a52e-4f735466cecf":"2125d0e9-8e9f-4f30-9584-d49a6c4f8d92"}}"
172518 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 << HTTP/1.1 200 OK
172518 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 << Content-Type: application/json; charset=utf-8
172518 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 << Cache-Control: no-cache
172518 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 << Content-Length: 88
172518 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 << Date: Sat, 13 Oct 2018 10:18:05 GMT
172518 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Connection can be kept alive indefinitely
172519 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection [id: 11][route: {}->http://localhost:10800] can be kept alive indefinitely
172519 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection released: [id: 11][route: {}->http://localhost:10800][total kept alive: 1; route allocated: 1 of 2000; total allocated: 1 of 2000]
172520 [Forwarding findChildElements on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.client.protocol.RequestAddCookies  - CookieSpec selected: default
172520 [Forwarding findChildElements on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.client.protocol.RequestAuthCache  - Auth cache not set in the context
172520 [Forwarding findChildElements on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection request: [route: {}->http://localhost:10800][total kept alive: 1; route allocated: 1 of 2000; total allocated: 1 of 2000]
172520 [Forwarding findChildElements on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection leased: [id: 11][route: {}->http://localhost:10800][total kept alive: 0; route allocated: 1 of 2000; total allocated: 1 of 2000]
172520 [Forwarding findChildElements on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Stale connection check
172521 [Forwarding findChildElements on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 << "[read] I/O error: Read timed out"
172521 [Forwarding findChildElements on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.impl.conn.DefaultManagedHttpClientConnection  - http-outgoing-11: set socket timeout to 10800000
172521 [Forwarding findChildElements on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Executing request POST /session/074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45/element/2125d0e9-8e9f-4f30-9584-d49a6c4f8d92/elements HTTP/1.1
172521 [Forwarding findChildElements on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Target auth state: UNCHALLENGED
172521 [Forwarding findChildElements on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Proxy auth state: UNCHALLENGED
172521 [Forwarding findChildElements on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 >> POST /session/074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45/element/2125d0e9-8e9f-4f30-9584-d49a6c4f8d92/elements HTTP/1.1
172521 [Forwarding findChildElements on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 >> Content-Type: application/json; charset=utf-8
172521 [Forwarding findChildElements on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 >> Content-Length: 85
172521 [Forwarding findChildElements on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 >> Host: localhost:10800
172521 [Forwarding findChildElements on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 >> Connection: Keep-Alive
172521 [Forwarding findChildElements on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 >> User-Agent: Apache-HttpClient/4.5.3 (Java/1.8.0_181)
172521 [Forwarding findChildElements on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 >> Accept-Encoding: gzip,deflate
